train start... 
steps: 2475, episodes: 100, mean episode reward: -1342.799, reward: -32.011, time: 5.142, TD error: 35.117, c_model: 17.792, actorQ: 1.276, a_model: 1.287
steps: 1309975, episodes: 52400, mean episode reward: -658.841, reward: -9.881, time: 5.399, TD error: 7.795, c_model: 4.03, actorQ: 29.969, a_model: 0.069
steps: 1312475, episodes: 52500, mean episode reward: -665.633, reward: -9.891, time: 5.232, TD error: 7.785, c_model: 4.025, actorQ: 29.991, a_model: 0.069
steps: 1314975, episodes: 52600, mean episode reward: -682.408, reward: -10.288, time: 5.23, TD error: 7.784, c_model: 4.024, actorQ: 30.018, a_model: 0.069
steps: 1317475, episodes: 52700, mean episode reward: -659.452, reward: -10.404, time: 5.211, TD error: 7.775, c_model: 4.019, actorQ: 30.038, a_model: 0.069
steps: 1319975, episodes: 52800, mean episode reward: -701.859, reward: -10.903, time: 5.272, TD error: 7.767, c_model: 4.014, actorQ: 30.057, a_model: 0.069
steps: 1322475, episodes: 52900, mean episode reward: -666.092, reward: -9.984, time: 5.291, TD error: 7.76, c_model: 4.01, actorQ: 30.09, a_model: 0.069
steps: 1324975, episodes: 53000, mean episode reward: -670.526, reward: -9.872, time: 5.253, TD error: 7.757, c_model: 4.009, actorQ: 30.118, a_model: 0.069
steps: 1327475, episodes: 53100, mean episode reward: -661.914, reward: -9.729, time: 5.26, TD error: 7.75, c_model: 4.005, actorQ: 30.138, a_model: 0.069
steps: 1329975, episodes: 53200, mean episode reward: -657.21, reward: -9.902, time: 5.239, TD error: 7.744, c_model: 4.001, actorQ: 30.159, a_model: 0.069
steps: 1332475, episodes: 53300, mean episode reward: -657.554, reward: -9.516, time: 5.219, TD error: 7.741, c_model: 3.999, actorQ: 30.187, a_model: 0.069
steps: 1334975, episodes: 53400, mean episode reward: -675.701, reward: -9.796, time: 5.229, TD error: 7.737, c_model: 3.997, actorQ: 30.216, a_model: 0.068
steps: 1337475, episodes: 53500, mean episode reward: -662.539, reward: -9.857, time: 5.292, TD error: 7.73, c_model: 3.992, actorQ: 30.245, a_model: 0.068
steps: 1339975, episodes: 53600, mean episode reward: -672.178, reward: -10.259, time: 5.233, TD error: 7.723, c_model: 3.989, actorQ: 30.266, a_model: 0.068
steps: 1342475, episodes: 53700, mean episode reward: -671.841, reward: -10.198, time: 5.222, TD error: 7.716, c_model: 3.984, actorQ: 30.288, a_model: 0.068
steps: 1344975, episodes: 53800, mean episode reward: -662.911, reward: -9.912, time: 5.234, TD error: 7.71, c_model: 3.981, actorQ: 30.306, a_model: 0.068
steps: 1347475, episodes: 53900, mean episode reward: -682.351, reward: -10.333, time: 5.257, TD error: 7.703, c_model: 3.977, actorQ: 30.329, a_model: 0.068
steps: 1349975, episodes: 54000, mean episode reward: -667.864, reward: -10.202, time: 5.234, TD error: 7.697, c_model: 3.974, actorQ: 30.353, a_model: 0.068
steps: 1352475, episodes: 54100, mean episode reward: -647.305, reward: -9.563, time: 5.283, TD error: 7.697, c_model: 3.974, actorQ: 30.39, a_model: 0.068
steps: 1354975, episodes: 54200, mean episode reward: -682.202, reward: -10.34, time: 5.484, TD error: 7.691, c_model: 3.971, actorQ: 30.412, a_model: 0.068
steps: 1357475, episodes: 54300, mean episode reward: -673.843, reward: -10.378, time: 5.277, TD error: 7.683, c_model: 3.966, actorQ: 30.43, a_model: 0.068
steps: 1359975, episodes: 54400, mean episode reward: -653.597, reward: -9.614, time: 5.227, TD error: 7.675, c_model: 3.961, actorQ: 30.449, a_model: 0.068
steps: 1362475, episodes: 54500, mean episode reward: -663.285, reward: -9.99, time: 5.262, TD error: 7.67, c_model: 3.959, actorQ: 30.474, a_model: 0.068
steps: 1364975, episodes: 54600, mean episode reward: -657.61, reward: -9.961, time: 5.268, TD error: 7.664, c_model: 3.956, actorQ: 30.499, a_model: 0.068
steps: 1367475, episodes: 54700, mean episode reward: -681.425, reward: -10.129, time: 5.33, TD error: 7.661, c_model: 3.954, actorQ: 30.531, a_model: 0.068
steps: 1369975, episodes: 54800, mean episode reward: -664.76, reward: -9.924, time: 5.271, TD error: 7.658, c_model: 3.952, actorQ: 30.556, a_model: 0.068
steps: 1372475, episodes: 54900, mean episode reward: -658.402, reward: -9.743, time: 5.269, TD error: 7.651, c_model: 3.949, actorQ: 30.581, a_model: 0.068
steps: 1374975, episodes: 55000, mean episode reward: -643.248, reward: -9.485, time: 5.549, TD error: 7.644, c_model: 3.945, actorQ: 30.604, a_model: 0.068
steps: 1377475, episodes: 55100, mean episode reward: -649.689, reward: -9.977, time: 6.036, TD error: 7.641, c_model: 3.942, actorQ: 30.628, a_model: 0.068
steps: 1379975, episodes: 55200, mean episode reward: -666.09, reward: -10.293, time: 5.629, TD error: 7.636, c_model: 3.939, actorQ: 30.652, a_model: 0.068
steps: 1382475, episodes: 55300, mean episode reward: -667.295, reward: -10.201, time: 5.346, TD error: 7.629, c_model: 3.935, actorQ: 30.682, a_model: 0.068
steps: 1384975, episodes: 55400, mean episode reward: -665.523, reward: -9.903, time: 5.296, TD error: 7.626, c_model: 3.933, actorQ: 30.702, a_model: 0.068
steps: 1387475, episodes: 55500, mean episode reward: -657.535, reward: -9.812, time: 5.311, TD error: 7.62, c_model: 3.929, actorQ: 30.727, a_model: 0.068
steps: 1389975, episodes: 55600, mean episode reward: -642.536, reward: -9.515, time: 5.228, TD error: 7.615, c_model: 3.927, actorQ: 30.752, a_model: 0.068
steps: 1392475, episodes: 55700, mean episode reward: -671.734, reward: -10.103, time: 5.232, TD error: 7.608, c_model: 3.923, actorQ: 30.776, a_model: 0.067
steps: 1394975, episodes: 55800, mean episode reward: -658.775, reward: -9.701, time: 5.222, TD error: 7.607, c_model: 3.921, actorQ: 30.806, a_model: 0.067
steps: 1397475, episodes: 55900, mean episode reward: -667.387, reward: -9.946, time: 5.306, TD error: 7.601, c_model: 3.917, actorQ: 30.838, a_model: 0.067
steps: 1399975, episodes: 56000, mean episode reward: -644.972, reward: -9.512, time: 5.259, TD error: 7.596, c_model: 3.915, actorQ: 30.86, a_model: 0.067
steps: 1402475, episodes: 56100, mean episode reward: -671.305, reward: -9.751, time: 5.27, TD error: 7.59, c_model: 3.91, actorQ: 30.884, a_model: 0.067
steps: 1404975, episodes: 56200, mean episode reward: -635.125, reward: -9.546, time: 5.23, TD error: 7.588, c_model: 3.909, actorQ: 30.908, a_model: 0.067
steps: 1407475, episodes: 56300, mean episode reward: -652.281, reward: -9.527, time: 5.209, TD error: 7.581, c_model: 3.905, actorQ: 30.934, a_model: 0.067
steps: 1409975, episodes: 56400, mean episode reward: -655.786, reward: -9.64, time: 5.244, TD error: 7.575, c_model: 3.902, actorQ: 30.96, a_model: 0.067
steps: 1412475, episodes: 56500, mean episode reward: -655.969, reward: -9.521, time: 5.285, TD error: 7.564, c_model: 3.896, actorQ: 30.989, a_model: 0.067
steps: 1414975, episodes: 56600, mean episode reward: -663.01, reward: -9.733, time: 5.254, TD error: 7.563, c_model: 3.896, actorQ: 31.012, a_model: 0.067
steps: 1417475, episodes: 56700, mean episode reward: -668.77, reward: -9.96, time: 5.253, TD error: 7.56, c_model: 3.894, actorQ: 31.035, a_model: 0.067
steps: 1419975, episodes: 56800, mean episode reward: -648.24, reward: -9.723, time: 5.256, TD error: 7.553, c_model: 3.89, actorQ: 31.057, a_model: 0.067
steps: 1422475, episodes: 56900, mean episode reward: -685.288, reward: -10.413, time: 5.242, TD error: 7.553, c_model: 3.889, actorQ: 31.084, a_model: 0.067
steps: 1424975, episodes: 57000, mean episode reward: -674.906, reward: -10.277, time: 5.243, TD error: 7.549, c_model: 3.887, actorQ: 31.107, a_model: 0.067
steps: 1427475, episodes: 57100, mean episode reward: -668.721, reward: -9.922, time: 5.259, TD error: 7.543, c_model: 3.883, actorQ: 31.135, a_model: 0.067
steps: 1429975, episodes: 57200, mean episode reward: -660.943, reward: -9.784, time: 5.25, TD error: 7.535, c_model: 3.879, actorQ: 31.156, a_model: 0.067
steps: 1432475, episodes: 57300, mean episode reward: -673.243, reward: -9.905, time: 5.232, TD error: 7.528, c_model: 3.875, actorQ: 31.176, a_model: 0.067
steps: 1434975, episodes: 57400, mean episode reward: -663.614, reward: -9.575, time: 5.255, TD error: 7.524, c_model: 3.873, actorQ: 31.199, a_model: 0.067
steps: 1437475, episodes: 57500, mean episode reward: -645.461, reward: -9.442, time: 5.212, TD error: 7.52, c_model: 3.87, actorQ: 31.229, a_model: 0.067
steps: 1439975, episodes: 57600, mean episode reward: -666.298, reward: -9.981, time: 5.293, TD error: 7.512, c_model: 3.866, actorQ: 31.25, a_model: 0.067
steps: 1442475, episodes: 57700, mean episode reward: -662.783, reward: -9.8, time: 5.314, TD error: 7.509, c_model: 3.863, actorQ: 31.281, a_model: 0.067
steps: 1444975, episodes: 57800, mean episode reward: -675.193, reward: -10.248, time: 5.251, TD error: 7.503, c_model: 3.86, actorQ: 31.305, a_model: 0.067
steps: 1447475, episodes: 57900, mean episode reward: -672.628, reward: -10.244, time: 5.196, TD error: 7.495, c_model: 3.856, actorQ: 31.326, a_model: 0.067
steps: 1449975, episodes: 58000, mean episode reward: -664.559, reward: -9.862, time: 5.342, TD error: 7.487, c_model: 3.851, actorQ: 31.353, a_model: 0.067
steps: 1452475, episodes: 58100, mean episode reward: -660.177, reward: -9.756, time: 5.251, TD error: 7.482, c_model: 3.849, actorQ: 31.381, a_model: 0.067
steps: 1454975, episodes: 58200, mean episode reward: -692.704, reward: -10.618, time: 5.285, TD error: 7.475, c_model: 3.845, actorQ: 31.401, a_model: 0.067
steps: 1457475, episodes: 58300, mean episode reward: -647.154, reward: -9.694, time: 5.461, TD error: 7.468, c_model: 3.84, actorQ: 31.439, a_model: 0.067
steps: 1459975, episodes: 58400, mean episode reward: -656.167, reward: -9.822, time: 5.256, TD error: 7.463, c_model: 3.837, actorQ: 31.466, a_model: 0.067
steps: 1462475, episodes: 58500, mean episode reward: -661.432, reward: -10.186, time: 5.272, TD error: 7.455, c_model: 3.833, actorQ: 31.491, a_model: 0.067
steps: 1464975, episodes: 58600, mean episode reward: -680.364, reward: -9.947, time: 5.22, TD error: 7.446, c_model: 3.828, actorQ: 31.514, a_model: 0.067
steps: 1467475, episodes: 58700, mean episode reward: -643.743, reward: -9.088, time: 5.253, TD error: 7.44, c_model: 3.824, actorQ: 31.54, a_model: 0.067
steps: 1469975, episodes: 58800, mean episode reward: -646.004, reward: -9.277, time: 5.256, TD error: 7.435, c_model: 3.821, actorQ: 31.561, a_model: 0.067
steps: 1472475, episodes: 58900, mean episode reward: -625.011, reward: -9.225, time: 5.343, TD error: 7.426, c_model: 3.816, actorQ: 31.591, a_model: 0.067
steps: 1474975, episodes: 59000, mean episode reward: -633.302, reward: -9.008, time: 5.262, TD error: 7.422, c_model: 3.814, actorQ: 31.619, a_model: 0.067
steps: 1477475, episodes: 59100, mean episode reward: -651.213, reward: -9.446, time: 5.244, TD error: 7.414, c_model: 3.81, actorQ: 31.64, a_model: 0.067
steps: 1479975, episodes: 59200, mean episode reward: -636.176, reward: -8.916, time: 5.238, TD error: 7.409, c_model: 3.807, actorQ: 31.663, a_model: 0.067
steps: 1482475, episodes: 59300, mean episode reward: -673.602, reward: -10.142, time: 5.233, TD error: 7.401, c_model: 3.802, actorQ: 31.679, a_model: 0.066
steps: 1484975, episodes: 59400, mean episode reward: -633.802, reward: -9.239, time: 5.295, TD error: 7.394, c_model: 3.797, actorQ: 31.701, a_model: 0.066
steps: 1487475, episodes: 59500, mean episode reward: -654.06, reward: -9.625, time: 5.335, TD error: 7.389, c_model: 3.795, actorQ: 31.733, a_model: 0.066
steps: 1489975, episodes: 59600, mean episode reward: -636.121, reward: -9.111, time: 5.285, TD error: 7.384, c_model: 3.791, actorQ: 31.753, a_model: 0.066
steps: 1492475, episodes: 59700, mean episode reward: -657.993, reward: -9.379, time: 5.225, TD error: 7.38, c_model: 3.789, actorQ: 31.781, a_model: 0.066
steps: 1494975, episodes: 59800, mean episode reward: -651.903, reward: -9.407, time: 5.25, TD error: 7.373, c_model: 3.785, actorQ: 31.806, a_model: 0.066
steps: 1497475, episodes: 59900, mean episode reward: -642.121, reward: -9.306, time: 5.263, TD error: 7.364, c_model: 3.78, actorQ: 31.83, a_model: 0.066
steps: 1499975, episodes: 60000, mean episode reward: -629.875, reward: -9.097, time: 5.299, TD error: 7.353, c_model: 3.774, actorQ: 31.851, a_model: 0.066
